id,course_name,course_level,couse_code,school_id,department_id
469,Watership Down,8100,LITE-8100,1,35
470,Writing Sources,8200,LITE-8200,1,35
471,A First Course in Linear Algebra,100,MATH-0100,1,35
472,Abstract Algebra,200,MATH-0200,1,35
473,Against All Odds: Inside Statistics,300,MATH-0300,1,35
474,Algebraic Topology: A Beginner’s Course,400,MATH-0400,1,35
475,Analytic Geometry and Calculus,500,MATH-0500,1,35
476,Applied Linear Algebra,600,MATH-0600,1,35
477,Brief Calculus,700,MATH-0700,1,35
478,Calculus 1,800,MATH-0800,1,35
479,Calculus One,900,MATH-0900,1,35
480,Calculus Revisited: Single Variable Calculus (1970),1000,MATH-1000,1,35
481,"Herb Gross, MIT",1100,MATH-1100,1,35
482,Calculus Revisited: Multivariable Calculus (1970),1200,MATH-1200,1,35
483," Herb Gross, MIT",1300,MATH-1300,1,35
484,"Calculus Revisited: Complex Variables, Differential Equations, and Linear Algebra (1972)",1400,MATH-1400,1,35
485," Herb Gross, MIT",1500,MATH-1500,1,35
486,Calculus Part 1,1600,MATH-1600,1,35
487,Calculus Part 2,1700,MATH-1700,1,35
488,Causal & Statistical Reasoning,1800,MATH-1800,1,35
489,College Algebra,1900,MATH-1900,1,35
490,College Algebra,2000,MATH-2000,1,35
491,College Mathematics,2100,MATH-2100,1,35
492,Computational Science and Engineering I,2200,MATH-2200,1,35
493,"Gilbert Strang, MIT",2300,MATH-2300,1,35
494,Core Science Mathematics,2400,MATH-2400,1,35
495,Data Science Math Skills,2500,MATH-2500,1,35
496,Differential Equations,2600,MATH-2600,1,35
497,MIT,2700,MATH-2700,1,35
498,Differential & Integral Calculus,2800,MATH-2800,1,35
499,Empirical Research Methods,2900,MATH-2900,1,35
500,Engineering Statistics,3000,MATH-3000,1,35
501,"Geometric Folding Algorithms:Linkages, Origami, Polyhedra",3100,MATH-3100,1,35
502,History of Mathematics,3200,MATH-3200,1,35
503,Hyperbolic Geometry,3300,MATH-3300,1,35
504,Introduction to Probability and Statistics,3400,MATH-3400,1,35
505,Introductory Probability and Statistics for Business,3500,MATH-3500,1,35
506,Introduction to Logic,3600,MATH-3600,1,35
507,Introduction to Mathematical Thinking,3700,MATH-3700,1,35
508,Introduction to Statistics and Data Analysis,3800,MATH-3800,1,35
509,Linear Algebra,3900,MATH-3900,1,35
510,"Gilbert Strang, MIT",4000,MATH-4000,1,35
511,Linear Algebra 1,4100,MATH-4100,1,35
512,Logic & Proofs,4200,MATH-4200,1,35
513,Math for Economists,4300,MATH-4300,1,35
514,Math of Finance,4400,MATH-4400,1,35
515,Mathematics: The Language of Nature,4500,MATH-4500,1,35
516,Mathematical Logic,4600,MATH-4600,1,35
517,Mathematics in India,4700,MATH-4700,1,35
518,"Multiple profs, IIT Bombay",4800,MATH-4800,1,35
519,Mathematics for Computer Science,4900,MATH-4900,1,35
520,Mathematics: Making the Invisible Visible,5000,MATH-5000,1,35
521,Mathematics Illuminated,5100,MATH-5100,1,35
522,Multiple View Geometry,5200,MATH-5200,1,35
523,Multivariable Calculus,5300,MATH-5300,1,35
524,"Dennis Auroux, MIT",5400,MATH-5400,1,35
525,Numerical Analysis,5500,MATH-5500,1,35
526,Probability and Statistics,5600,MATH-5600,1,35
527,Probability for Math Science,5700,MATH-5700,1,35
528,Rational Trigonometry,5800,MATH-5800,1,35
529,Real Analysis,5900,MATH-5900,1,35
530,Real Analysis,6000,MATH-6000,1,35
531,Regression Analysis,6100,MATH-6100,1,35
532,"Sets, Counting, and Probability",6200,MATH-6200,1,35
533,Single Variable Calculus,6300,MATH-6300,1,35
534,"David Jerison, MIT",6400,MATH-6400,1,35
535,Social Statistics,6500,MATH-6500,1,35
536,Statistical Reasoning,6600,MATH-6600,1,35
537,Statistical Reasoning I,6700,MATH-6700,1,35
538,Statistical Reasoning II,6800,MATH-6800,1,35
539,Statistics,6900,MATH-6900,1,35
540,Statistics for the Behavioral Sciences,7000,MATH-7000,1,35
541,Statistics for the Social Sciences,7100,MATH-7100,1,35
542,Statistics: Introduction to Probability,7200,MATH-7200,1,35
543,STEM Readiness,7300,MATH-7300,1,35
544,The Calculus Lifesaver,7400,MATH-7400,1,35
545,The Infinite Quest,7500,MATH-7500,1,35
546,Topics in Mathematics with Applications in Finance,7600,MATH-7600,1,35
547,Trigonometry,7700,MATH-7700,1,35
548,Vector Calculus,7800,MATH-7800,1,35
549,A History of Philosophy,100,PHIL-0100,1,37
550,A Romp Through Ethics for Complete Beginners,200,PHIL-0200,1,37
551,A Romp Through the Philosophy of Mind,300,PHIL-0300,1,37
552,Aesthetics & Philosophy of Art,400,PHIL-0400,1,37
553,Analytic Philosophy: Wilfrid Sellars,500,PHIL-0500,1,37
554,Ancient and Medieval Philosophy,600,PHIL-0600,1,37
555,Ancient Philosophy,700,PHIL-0700,1,37
556,Ancient Philosophy,800,PHIL-0800,1,37
557,Ancient Philosophy: Plato & His Predecessors,900,PHIL-0900,1,37
558,Ancient Philosophy: Aristotle and His Successors,1000,PHIL-1000,1,37
559,Ancient Wisdom and Modern Love,1100,PHIL-1100,1,37
560,Argument Diagramming,1200,PHIL-1200,1,37
561,Aristotle: Ethics,1300,PHIL-1300,1,37
562,Aristotle: Rhetoric,1400,PHIL-1400,1,37
563,Authority & the Individual: Six BBC Lectures,1500,PHIL-1500,1,37
564,Bioethics: An Introduction,1600,PHIL-1600,1,37
565,"Marianne Talbot, Oxford",1700,PHIL-1700,1,37
566,Contemporary Issues in Philosophy of Mind & Cognition,1800,PHIL-1800,1,37
567,Cosmologies of Capitalism,1900,PHIL-1900,1,37
568,Critical Reasoning for Beginners,2000,PHIL-2000,1,37
569,Critical Thinking,2100,PHIL-2100,1,37
570,Dark Matter of the Mind,2200,PHIL-2200,1,37
571,Death,2300,PHIL-2300,1,37
572,Deleuze: 8 cours de philosophie (in French),2400,PHIL-2400,1,37
573,Deleuze: Sur Spinoza (in French),2500,PHIL-2500,1,37
574,Darwin and the Evolution of Thought,2600,PHIL-2600,1,37
575,David Hume’s Central Principles,2700,PHIL-2700,1,37
576,Free Online Audio + Video,2800,PHIL-2800,1,37
577,Discourse and Truth,2900,PHIL-2900,1,37
578,Effective Altruism,3000,PHIL-3000,1,37
579,Eight Philosophy Courses by Gilles Deleuze,3100,PHIL-3100,1,37
580,Environmental Ethics (Syllabus),3200,PHIL-3200,1,37
581,Environmental Philosophy,3300,PHIL-3300,1,37
582,Epictetus’ Enchiridion,3400,PHIL-3400,1,37
583,Epistemology,3500,PHIL-3500,1,37
584,Ethics,3600,PHIL-3600,1,37
585,Ethics,3700,PHIL-3700,1,37
586,Ethics,3800,PHIL-3800,1,37
587,"Ethics, an Introduction",3900,PHIL-3900,1,37
588,Existentialism,4000,PHIL-4000,1,37
589,Existentialism in Literature & Film,4100,PHIL-4100,1,37
590,Evidence and Ideology,4200,PHIL-4200,1,37
591,Fear and Trembling in the 21st Century,4300,PHIL-4300,1,37
592,Foundations of Modern Social Theory,4400,PHIL-4400,1,37
593,From Gods and Back,4500,PHIL-4500,1,37
594,General Philosophy,4600,PHIL-4600,1,37
595,German Idealism and the 19th Century,4700,PHIL-4700,1,37
596,"Gödel, Escher, Bach: A Mental Space Odyssey",4800,PHIL-4800,1,37
597,Great Big Ideas,4900,PHIL-4900,1,37
598,Half Hour Hegel: The Complete Phenomenology of Spirit,5000,PHIL-5000,1,37
599,Hegel: The Philosophy of History,5100,PHIL-5100,1,37
600,Hegel’s Phenomenology of Spirit,5200,PHIL-5200,1,37
601,Hegel’s Phenomenology of Spirit,5300,PHIL-5300,1,37
602,Hegel’s Philosophy of Right,5400,PHIL-5400,1,37
603,Hegel’s Science of Logic,5500,PHIL-5500,1,37
604,20th Century Philosophy: Martin Heidegger,5600,PHIL-5600,1,37
605,"Heidegger Meets Van Gogh: Art, Freedom and Technology",5700,PHIL-5700,1,37
606,Heidegger: Being and Time,5800,PHIL-5800,1,37
607,Heidegger’s Being & Time,5900,PHIL-5900,1,37
608,"Heidegger’s Being and Time, Division II",6000,PHIL-6000,1,37
609,History of Ancient Philosophy,6100,PHIL-6100,1,37
610,History of Ancient & Medieval Philosophy,6200,PHIL-6200,1,37
611,History of Christian Philosophy,6300,PHIL-6300,1,37
612,History of Modern Philosophy,6400,PHIL-6400,1,37
613,History of Modern Philosophy,6500,PHIL-6500,1,37
614,History of Modern Philosophy,6600,PHIL-6600,1,37
615,Hobbes: Leviathan and De Cive (1964),6700,PHIL-6700,1,37
616,How to Change the World,6800,PHIL-6800,1,37
617,Ideas of the 20th Century,6900,PHIL-6900,1,37
618,Introduction to Indian Philosophy,7000,PHIL-7000,1,37
619,Introduction to Logic,7100,PHIL-7100,1,37
620,Introduction to Logic,7200,PHIL-7200,1,37
621,Introduction to Philosophy,7300,PHIL-7300,1,37
622,Introduction to Philosophy,7400,PHIL-7400,1,37
623,Introduction to Philosophy,7500,PHIL-7500,1,37
624,Introduction to Philosophy,7600,PHIL-7600,1,37
625,Introduction to Philosophy,7700,PHIL-7700,1,37
626,Introduction to Philosophy,7800,PHIL-7800,1,37
627,Introduction to Philosophy,7900,PHIL-7900,1,37
628,Introduction to Philosophy of Science,8000,PHIL-8000,1,37
629,Introduction to Political Philosophy,8100,PHIL-8100,1,37
630,Introduction to Political Philosophy (Partial),8200,PHIL-8200,1,37
631,Introduction to Political Philosophy: Study of Aristotle’s Politics,8300,PHIL-8300,1,37
632,Introduction to Theory,8400,PHIL-8400,1,37
633,Justice: What’s the Right Thing to Do?,8500,PHIL-8500,1,37
634,Kant,8600,PHIL-8600,1,37
635,Kant: Political Philosophy,8700,PHIL-8700,1,37
636,Kant’s Critique of Judgment,8800,PHIL-8800,1,37
637,Kant’s Critique of Pure Reason,8900,PHIL-8900,1,37
638,Free Online Video + Audio,9000,PHIL-9000,1,37
639,Kant’s Critique of Pure Reason,9100,PHIL-9100,1,37
640,Kant’s Critique of Pure Reason,9200,PHIL-9200,1,37
641,Know Thyself,9300,PHIL-9300,1,37
642,Later Heidegger,9400,PHIL-9400,1,37
643,Later Heidegger,9500,PHIL-9500,1,37
644,Lecture Course in Ethical and Political Philosophy,9600,PHIL-9600,1,37
645,Lecture Course in Plato,9700,PHIL-9700,1,37
646,Life and Mind in Nature,9800,PHIL-9800,1,37
647,Kant’s Epistemology,9900,PHIL-9900,1,37
648,Knowledge and Rationality,10000,PHIL-10000,1,37
649,"Life, Meaning and Morality",10100,PHIL-10100,1,37
650,Logic and Proofs,10200,PHIL-10200,1,37
651,Machiavelli,10300,PHIL-10300,1,37
652,"Man, God, and Society in Western Literature",10400,PHIL-10400,1,37
653,Marx’s Kapital: Volumes 1 and 2,10500,PHIL-10500,1,37
654,Marxism,10600,PHIL-10600,1,37
655,"Marx, Nietzsche and Hegel’s Logic of Essence",10700,PHIL-10700,1,37
656,Medical Ethics,10800,PHIL-10800,1,37
657,Merleau-Ponty’s Phenomenology of Perception,10900,PHIL-10900,1,37
658,Metaphysics,11000,PHIL-11000,1,37
659,"Minds, Morality and Agency",11100,PHIL-11100,1,37
660,Modern Political Philosophy,11200,PHIL-11200,1,37
661,Montesquieu’s The Spirit of the Laws (1966),11300,PHIL-11300,1,37
662,Natural Right,11400,PHIL-11400,1,37
663,Nietzsche,11500,PHIL-11500,1,37
664,"Nietzsche, Beyond Good and Evil",11600,PHIL-11600,1,37
665,Nietzsche and the Postmodern Condition,11700,PHIL-11700,1,37
666,Nietzsche on Mind and Nature,11800,PHIL-11800,1,37
667,Multiple Profs,11900,PHIL-11900,1,37
668,On Romantic Love,12000,PHIL-12000,1,37
669,Philosophical Issues in Brain Science,12100,PHIL-12100,1,37
670,Philosophy of Mental Illness,12200,PHIL-12200,1,37
671,Philosophical Problems,12300,PHIL-12300,1,37
672,Australia,12400,PHIL-12400,1,37
673,Philosophy of Kant,12500,PHIL-12500,1,37
674,Philosophy of Plato,12600,PHIL-12600,1,37
675,Philosophy of Religion,12700,PHIL-12700,1,37
676,Philosophy and Human Values,12800,PHIL-12800,1,37
677,Philosophy and the Science of Human Nature,12900,PHIL-12900,1,37
678,"Tamar Gendler, Yale",13000,PHIL-13000,1,37
679,Philosophy in Film and Other Media,13100,PHIL-13100,1,37
680,"Irving Singer, MIT",13200,PHIL-13200,1,37
681,Philosophy for Beginners,13300,PHIL-13300,1,37
682,Philosophy of Heidegger,13400,PHIL-13400,1,37
683,Philosophy of Language,13500,PHIL-13500,1,37
684,Philosophy of Law (Syllabus),13600,PHIL-13600,1,37
685,Philosophy of Love in the Western World,13700,PHIL-13700,1,37
686,"Irving Singer, MIT",13800,PHIL-13800,1,37
687,Philosophy of Mind,13900,PHIL-13900,1,37
688,Philosophy of Mind,14000,PHIL-14000,1,37
689,Philosophy of Mind,14100,PHIL-14100,1,37
690,Philosophy of Nature (Science),14200,PHIL-14200,1,37
691,Philosophy of the Natural Sciences,14300,PHIL-14300,1,37
692,Philosophy of Religion,14400,PHIL-14400,1,37
693,Philosophy of Religion,14500,PHIL-14500,1,37
694,Philosophy of Society,14600,PHIL-14600,1,37
695,Philosophy of Tragedy,14700,PHIL-14700,1,37
696,"Philosophy, Science and Religion: Science and Philosophy",14800,PHIL-14800,1,37
697,Plato,14900,PHIL-14900,1,37
698,Plato’s Apology of Socrates,15000,PHIL-15000,1,37
699,Plato Apology/Crito,15100,PHIL-15100,1,37
700,Plato: Gorgias,15200,PHIL-15200,1,37
701,Plato: Laws,15300,PHIL-15300,1,37
702,Plato: Meno,15400,PHIL-15400,1,37
703,"Plato, Protagoras",15500,PHIL-15500,1,37
704,Plato’s Republic,15600,PHIL-15600,1,37
705,Plato’s Theaetetus,15700,PHIL-15700,1,37
706,"Political, Economic and Social Thought",15800,PHIL-15800,1,37
707,Political Philosophy: Ideas of the 20th Century (2013),15900,PHIL-15900,1,37
708,Austin,16000,PHIL-16000,1,37
709,Political Philosophy: Marx,16100,PHIL-16100,1,37
710,Political Philosophy: Rousseau,16200,PHIL-16200,1,37
711,Practical Reasoning,16300,PHIL-16300,1,37
712,Professional Ethics,16400,PHIL-16400,1,37
713,Psychology of Will,16500,PHIL-16500,1,37
714,Realism in Perspective,16600,PHIL-16600,1,37
715,Seventeenth Century Philosophy,16700,PHIL-16700,1,37
716,Science and the Modern World,16800,PHIL-16800,1,37
717,Science vs. Religion,16900,PHIL-16900,1,37
718,Social and Political Philosophy,17000,PHIL-17000,1,37
719,Social and Political Philosophy (Economy),17100,PHIL-17100,1,37
720,Social and Political Philosophy (Economy),17200,PHIL-17200,1,37
721,"Social Theory, the Humanities & Philosophy Now",17300,PHIL-17300,1,37
722,Socrates,17400,PHIL-17400,1,37
723,Søren Kierkegaard,17500,PHIL-17500,1,37
724,Soren Kierkegaard,17600,PHIL-17600,1,37
725,Symbolic Logic,17700,PHIL-17700,1,37
726,The Analytic Tradition,17800,PHIL-17800,1,37
727,The Art of Living,17900,PHIL-17900,1,37
728,The Black Man in the Cosmos (One lecture),18000,PHIL-18000,1,37
729,The Central Philosophy of Tibet,18100,PHIL-18100,1,37
730,The Culture of the Self,18200,PHIL-18200,1,37
731,The Examined Life,18300,PHIL-18300,1,37
732,The Great War and Modern Philosophy,18400,PHIL-18400,1,37
733,The Historical Philosophy of W.E.B. Du Bois,18500,PHIL-18500,1,37
734,The History of Philosophy Without Any Gaps,18600,PHIL-18600,1,37
735,The History of Western Social Theory,18700,PHIL-18700,1,37
736,The Human Compass,18800,PHIL-18800,1,37
737,The Meaning of Life,18900,PHIL-18900,1,37
738,The Modern and the Postmodern (Part 1),19000,PHIL-19000,1,37
739,The Modern and the Postmodern (Part 1),19100,PHIL-19100,1,37
740,The Moral Foundations of Politics,19200,PHIL-19200,1,37
741,The Nature of Causation,19300,PHIL-19300,1,37
742,The Rational Mind,19400,PHIL-19400,1,37
743,The Origins of Political Science,19500,PHIL-19500,1,37
744,The Origins of Political Science,19600,PHIL-19600,1,37
745,The Philosophy of David Hume,19700,PHIL-19700,1,37
746,The Philosophy of Descartes,19800,PHIL-19800,1,37
747,The Secular and The Sacred,19900,PHIL-19900,1,37
748,The Self Under Siege,20000,PHIL-20000,1,37
749,The Universe As We Find It,20100,PHIL-20100,1,37
750,Think Again I: How to Understand Arguments,20200,PHIL-20200,1,37
751,Think Again II: How to Reason Deductively,20300,PHIL-20300,1,37
752,Think Again III: How to Reason Inductively,20400,PHIL-20400,1,37
753,Thucydides,20500,PHIL-20500,1,37
754,Truth & Subjectivity,20600,PHIL-20600,1,37
755,Unveiling Reality,20700,PHIL-20700,1,37
756,Vico: Seminar in Political Philosophy,20800,PHIL-20800,1,37
757,"Walter Kaufmann Lectures on Nietzsche, Kierkegaard and Sartre",20900,PHIL-20900,1,37
758,What Does It Mean to Be Human? An Introduction to the Humanities,21000,PHIL-21000,1,37
759,Why the World Does Not Exist,21100,PHIL-21100,1,37
760,Xenophon’s Oeconomicus,21200,PHIL-21200,1,37
761,100 Years of Gravitational Waves,100,PHYS-0100,1,37
762,A Brief Guide to Everything,200,PHYS-0200,1,37
763,A Descriptive Introduction to Physics,300,PHYS-0300,1,37
764,Advanced Quantum Mechanics,400,PHYS-0400,1,37
765,Atomic and Optical Physics I,500,PHYS-0500,1,37
766,Atomic and Optical Physics II,600,PHYS-0600,1,37
767,Classical Field Theory,700,PHYS-0700,1,37
768,Classical Physics,800,PHYS-0800,1,37
769,Einstein’s Astrophysical Messengers,900,PHYS-0900,1,37
770,Effective Field Theory,1000,PHYS-1000,1,37
771,Iain Stewart,1100,PHYS-1100,1,37
772,Exploring Black Holes: General Relativity & Astrophysics,1200,PHYS-1200,1,37
773,"Edmund Bertschinger, MIT",1300,PHYS-1300,1,37
774,Exploring the Warped Universe,1400,PHYS-1400,1,37
775,Electromagnetism and Optics,1500,PHYS-1500,1,37
776,Endless Universe: Beyond the Big Bang,1600,PHYS-1600,1,37
777,Fundamental Lessons from String Theory,1700,PHYS-1700,1,37
778,Fundamentals of Physics,1800,PHYS-1800,1,37
779,"Ramamurti Shankar, Yale",1900,PHYS-1900,1,37
780,Fundamentals of Physics II,2000,PHYS-2000,1,37
781,Web Site,2100,PHYS-2100,1,37
782,Harmony and Balance,2200,PHYS-2200,1,37
783,History and Mysteries of the Universe,2300,PHYS-2300,1,37
784,Inflationary Theory,2400,PHYS-2400,1,37
785,Introduction to Astrophysics,2500,PHYS-2500,1,37
786,Introduction to Cosmology and Particle Physics,2600,PHYS-2600,1,37
787,Introduction to Cosmology,2700,PHYS-2700,1,37
788,Introduction to General Astronomy,2800,PHYS-2800,1,37
789,Introduction to Nuclear Engineering and Ionizing Radiation,2900,PHYS-2900,1,37
790,Introduction to Solar System Astronomy,3000,PHYS-3000,1,37
791,Introductory Physics,3100,PHYS-3100,1,37
792,Introduction to Physics,3200,PHYS-3200,1,37
793,Loop Quantum Gravity,3300,PHYS-3300,1,37
794,Modern Theoretical Physics: Classical Mechanics,3400,PHYS-3400,1,37
795,Video & Materials,3500,PHYS-3500,1,37
796,Modern Theoretical Physics: Quantum Mechanics (2008),3600,PHYS-3600,1,37
797,Modern Theoretical Physics: Quantum Mechanics (2013),3700,PHYS-3700,1,37
798,"Leonard Susskind, Stanford",3800,PHYS-3800,1,37
799,Modern Theoretical Physics: Special Relativity,3900,PHYS-3900,1,37
800,Modern Theoretical Physics: Special Relativity (2013),4000,PHYS-4000,1,37
801," Leonard Susskind, Stanford",4100,PHYS-4100,1,37
802,Modern Theoretical Physics: Einstein,4200,PHYS-4200,1,37
803,Modern Theoretical Physics: Einstein’s General Theory of Relativity (2012),4300,PHYS-4300,1,37
804,Modern Theoretical Physics: Cosmology (2009),4400,PHYS-4400,1,37
805,Modern Theoretical Physics: Cosmology (2013),4500,PHYS-4500,1,37
806,"Leonard Susskind, Stanford",4600,PHYS-4600,1,37
807,Modern Theoretical Physics: Statistical Mechanics (2009),4700,PHYS-4700,1,37
808,Modern Theoretical Physics: Statistical Mechanics (2013),4800,PHYS-4800,1,37
809,"Leonard Susskind, Stanford",4900,PHYS-4900,1,37
810,New Adventures in Spacetime,5000,PHYS-5000,1,37
811,New Ideas About Dark Matter,5100,PHYS-5100,1,37
812,Physics: What We Still Don’t Know,5200,PHYS-5200,1,37
813,Principles of Physics,5300,PHYS-5300,1,37
814,Quantum Electrodynamics,5400,PHYS-5400,1,37
815,Quantum Entanglement Part 1: (Video),5500,PHYS-5500,1,37
816,Quantum Entanglement Part 3: (Video),5600,PHYS-5600,1,37
817,Quantum Field Theory,5700,PHYS-5700,1,37
818,Quantum Mechanics,5800,PHYS-5800,1,37
819," JJ Binney, Oxford University",5900,PHYS-5900,1,37
820,Quantum Mechanics,6000,PHYS-6000,1,37
821,Quantum Physics 1,6100,PHYS-6100,1,37
822,Quantum Physics 2,6200,PHYS-6200,1,37
823,Quantum Physics 2,6300,PHYS-6300,1,37
824,Quantum Physics Made Relatively Simple,6400,PHYS-6400,1,37
825,Quantum Theory,6500,PHYS-6500,1,37
826,Physics I: Classical Mechanics,6600,PHYS-6600,1,37
827,Physics II: Electricity and Magnetism,6700,PHYS-6700,1,37
828,Physics III: Vibrations and Waves,6800,PHYS-6800,1,37
829,Physics for Future Presidents,6900,PHYS-6900,1,37
830,Physics for Scientists and Engineers,7000,PHYS-7000,1,37
831,Physics for the 21st Century,7100,PHYS-7100,1,37
832,Science and Cooking: From Haute Cuisine to the Science of Soft Matter,7200,PHYS-7200,1,37
833,Soft X-Rays and Extreme Ultraviolet Radiation,7300,PHYS-7300,1,37
834,Solid State Basics,7400,PHYS-7400,1,37
835,"Space, Time and Einstein",7500,PHYS-7500,1,37
836,Special Relativity,7600,PHYS-7600,1,37
837,Special Theory of Relativity,7700,PHYS-7700,1,37
838,"Stars, Galaxies, and the Universe",7800,PHYS-7800,1,37
839,Statistical Mechanics I: Statistical Mechanics of Particles,7900,PHYS-7900,1,37
840,"Mehran Kardar, MIT",8000,PHYS-8000,1,37
841,Statistical Mechanics II: Statistical Physics of Fields,8100,PHYS-8100,1,37
842,"Mehran Kardar, MIT",8200,PHYS-8200,1,37
843,Stephen Hawking Lectures on Black Holes,8300,PHYS-8300,1,37
844,"String Theory, Black Holes, and the Laws of Nature (Video)",8400,PHYS-8400,1,37
845,String Theory and Holograhic Duality,8500,PHYS-8500,1,37
846,"Hong Liu, MIT",8600,PHYS-8600,1,37
847,String Theory and M Theory,8700,PHYS-8700,1,37
848,The Accelerating Universe,8800,PHYS-8800,1,37
849,The Black Hole Information Paradox,8900,PHYS-8900,1,37
850,The Character of Physical Law,9000,PHYS-9000,1,37
851,The Early Universe,9100,PHYS-9100,1,37
852,"Alan Guth, MIT",9200,PHYS-9200,1,37
853,The Edges of the Universe,9300,PHYS-9300,1,37
854,"The Feynman Lectures on Physics, Vol. 1: Mainly Mechanics, Radiation, and Heat",9400,PHYS-9400,1,37
855,The Mechanical Universe,9500,PHYS-9500,1,37
856,The Past and Future of Unification,9600,PHYS-9600,1,37
857,The World in Eleven Dimensions,9700,PHYS-9700,1,37
858,Universe or Multiverse,9800,PHYS-9800,1,37
859,Wave Physics,9900,PHYS-9900,1,37
860,Why the World Exists,10000,PHYS-10000,1,37
861,African American Studies: Intro to African American Political Thought,100,POLI-0100,1,37
862,American Democracy and Citizenship,200,POLI-0200,1,37
863,British Government,300,POLI-0300,1,37
864,"Capital Punishment: Race, Poverty, & Disadvantage",400,POLI-0400,1,37
865,"Stephen Bright, Yale",500,POLI-0500,1,37
866,Conceptual Foundations of International Politics,600,POLI-0600,1,37
867,Climate Change: Law and Policy,700,POLI-0700,1,37
868,Data Literacy and Data Visualization,800,POLI-0800,1,37
869,Election 2012,900,POLI-0900,1,37
870,Environmental Politics and Law,1000,POLI-1000,1,37
871,Course Materials,1100,POLI-1100,1,37
872,Faith and Globalization,1200,POLI-1200,1,37
873,Geography of US Presidential Elections,1300,POLI-1300,1,37
874,Harvard Student Course on How to Resist Trump,1400,POLI-1400,1,37
875,Human Rights Defenders,1500,POLI-1500,1,37
876,International Political Economy,1600,POLI-1600,1,37
877,Introduction to German Politics,1700,POLI-1700,1,37
878,Introduction to Political Philosophy,1800,POLI-1800,1,37
879,Introduction to Political Philosophy: Study of Aristotle’s Politics,1900,POLI-1900,1,37
880,Justice: A Journey in Moral Reasoning,2000,POLI-2000,1,37
881,Modeling Politics,2100,POLI-2100,1,37
882,Perspectives on China (Video),2200,POLI-2200,1,37
883,Politics and Strategy,2300,POLI-2300,1,37
884,Progressive Alternatives,2400,POLI-2400,1,37
885,Republicanism,2500,POLI-2500,1,37
886,Second Amendment,2600,POLI-2600,1,37
887,Seminar in Political Philosophy: Marx,2700,POLI-2700,1,37
888,Seminar in Political Philosophy: Rousseau,2800,POLI-2800,1,37
889,Sexuality and Power,2900,POLI-2900,1,37
890,Science Fiction and Politics,3000,POLI-3000,1,37
891,State of the Union 2014,3100,POLI-3100,1,37
892,The European Union in the New Millenium,3200,POLI-3200,1,37
893,The Habitable Planet: A Systems Approach to Environmental Science,3300,POLI-3300,1,37
894,The Moral Foundations of Politics,3400,POLI-3400,1,37
895,Course Materials,3500,POLI-3500,1,37
896,The Origins of Political Science,3600,POLI-3600,1,37
897,The Past and Future of the Left,3700,POLI-3700,1,37
898,The Politics of Educational Inequality,3800,POLI-3800,1,37
899,A Life of Happiness and Fulfillment,100,PSYC-0100,1,37
900,An Introduction to Consumer Neuroscience & Neuromarketing,200,PSYC-0200,1,37
901,Animal Behavior,300,PSYC-0300,1,37
902,Behavioral Neuroscience Laboratory,400,PSYC-0400,1,37
903,Brain and Behavior,500,PSYC-0500,1,37
904,Brain Structure and its Origins,600,PSYC-0600,1,37
905,Buddhism and Cognitive Science,700,PSYC-0700,1,37
906,Buddhism and Modern Psychology,800,PSYC-0800,1,37
907,Coding and Vision I,900,PSYC-0900,1,37
908,Communication and Conflict in Families and Couples,1000,PSYC-1000,1,37
909,Cultural Psychology,1100,PSYC-1100,1,37
910,De-Mystifying Mindfulness,1200,PSYC-1200,1,37
911,Developmental Psychology,1300,PSYC-1300,1,37
912,Developmental Psychopathology,1400,PSYC-1400,1,37
913,Environmental Psychology,1500,PSYC-1500,1,37
914,Discovering Psychology,1600,PSYC-1600,1,37
915,Everyday Parenting: The ABCs of Child Rearing,1700,PSYC-1700,1,37
916,General Psychology,1800,PSYC-1800,1,37
917,Great Ideas in Psychology (Podcast based on Course),1900,PSYC-1900,1,37
918,"Hacking Consciousness: Consciousness, Cognition and the Brain",2000,PSYC-2000,1,37
919,Hallucinations,2100,PSYC-2100,1,37
920,Health Psychology,2200,PSYC-2200,1,37
921,Health Psychology,2300,PSYC-2300,1,37
922,How to Think Like a Psychologist,2400,PSYC-2400,1,37
923,Human Emotion,2500,PSYC-2500,1,37
924,Industrial/Organizational Psychology,2600,PSYC-2600,1,37
925,Introduction to Clinical Psychology,2700,PSYC-2700,1,37
926,Introduction to Cognitive Psychology,2800,PSYC-2800,1,37
927,Introduction to Cognitive Psychology,2900,PSYC-2900,1,37
928,Introduction to Psychology,3000,PSYC-3000,1,37
929,Introduction to Psychology,3100,PSYC-3100,1,37
930,Introduction to Psychology,3200,PSYC-3200,1,37
931,Introduction to Psychology,3300,PSYC-3300,1,37
932,"John Gabrieli, MIT",3400,PSYC-3400,1,37
933,Introduction to Psychology,3500,PSYC-3500,1,37
934,Introduction to Psychology,3600,PSYC-3600,1,37
935,Know Thyself,3700,PSYC-3700,1,37
936,Learning How to Learn: Powerful mental tools to help you master tough subjects,3800,PSYC-3800,1,37
937,Manufacturing Happiness,3900,PSYC-3900,1,37
938,Maps of Meaning: The Architecture of Belief (2017),4000,PSYC-4000,1,37
939,Maps of Meaning (2014),4100,PSYC-4100,1,37
940,Maps of Meaning (2016),4200,PSYC-4200,1,37
941,Maps of Meaning (1996),4300,PSYC-4300,1,37
942,Medical Neuroscience,4400,PSYC-4400,1,37
